,Dept,Num,Name,Desc,Reqs
2184,ENGL,7713,Topics in Syntax and Semantics,Also offered as LING 7713. May be taken for a max. of 9 sem. hrs. of credit when topics vary. An exploration of a topic or topics in the structure and/or the interpretation of Modern English and related languages.,No listed prerequisites
2185,ENGL,7714,Topics in Sociolinguistics,"Also offered as LING 7714. May be taken for a max. of 9 sem. hrs. of credit when topics vary. An exploration of a topic or topics in the sociolinguistics of English and related languages, including English-based pidgins and creoles.",No listed prerequisites
2186,ENGL,7783,Topics in Film and Video Studies,"May be taken for a max. of 9 sem. hrs. of credit when topics vary. Intensive examination of a topic in the history or theory of film, television or other video productions, or in the relation of such productions to literature.",No listed prerequisites
2187,ENGL,7910,Language,May be taken for a max. of 6 sem. hrs. of credit when topics vary.,No listed prerequisites
2188,ENGL,7915,Teaching College Composition,Course is designed for graduate students teaching in the First-Year Writing program. Theoretical and pedagogical issues in the teaching of college writing., students must be graduate teaching assistants in the English Department
2189,ENGL,7920,English Seminar,May be taken twice for credit when topics vary.,No listed prerequisites
2190,ENGL,7921,Topics in Genres,"May be taken for a max. of 9 sem. hrs. of credit when topics vary. Intensive study of works in a literary genre from different national and cultural traditions and from different historical periods; topics include “Medieval and Renaissance Drama,” “The Long Poem in English,” “The Origins of the Novel,” “The Short Story.”",No listed prerequisites
2191,ENGL,7922,Authors Seminar,"May be taken for a max. of 9 sem. hrs. of credit when topics vary. Detailed study of one or two authors in American, British or other Anglophone literatures; attention to the life and time, predecessors and influence.",No listed prerequisites
2192,ENGL,7942,Topics in Renaissance Literature,May be taken for a max. of 9 sem. hrs. of credit when topics vary.,No listed prerequisites
2193,ENGL,7943,Studies in Shakespeare,May be taken for a max. of 6 sem. hrs. of credit when topics vary.,No listed prerequisites
2194,ENGL,7951,Topics in Restoration and 18th Century Literature,May be taken for a max. of 9 sem. hrs. of credit when topics vary.,No listed prerequisites
2195,ENGL,7960,Studies in the Romantic Period,"May be taken for a max. of 9 sem. hrs. of credit when topics vary. Topics such as “Romanticism and Place,” “Literature and Revolution,” “Romanticism and Linguistic Theory.”",No listed prerequisites
2196,ENGL,7962,Studies in the Victorian Period,"May be taken for a max. of 9 sem. hrs. of credit when topics vary. Topics such as “Victorian Literature and Race,” “Victorian Literature and Economics,” “Victorian Literature and the City.”",No listed prerequisites
2197,ENGL,7963,Topics in 19th Century British Literature,"May be taken for a max. of 9 sem. hrs. of credit when topics vary. Topics such as “19th Century British Women Poets,” “Youth and Identity in 19th Century Literature,” “British Working-Class Writing.”",No listed prerequisites
2198,ENGL,7970,Topics in American Genres,"May be taken for a max. of 9 sem. hrs. of credit when topics vary. Focused study of genres in the American context; genres may include the novel, the short story, drama, poetry, the captivity narrative or the essay.",No listed prerequisites
2199,ENGL,7971,Topics in Southern Studies,"May be taken for a max. of 9 sem. hrs. of credit when topics vary. Interdisciplinary approaches to southern literature and culture; topics such as “Southern Sexualities,” “The Color Line in the American South,” “Media Made Dixie.”",No listed prerequisites
2200,ENGL,7972,Topics in Southern Literature,May be taken for a max. of 9 sem. hrs. of credit when topics vary.,No listed prerequisites
2201,ENGL,7974,Topics in American Literature,May be taken for a max. of 9 sem. hrs. of credit when topics vary.,No listed prerequisites
2202,ENGL,7975,Topics in African-American Literature,May be taken for a max. of 9 sem. hrs. of credit when topics vary.,No listed prerequisites
2203,ENGL,7981,Topics in Modern and Contemporary Literature,"May be taken for a max. of 9 sem. hrs. of credit when topics vary. Intensive study of works in modern and contemporary literature; topics include “Modern Irish Literature,” “Modernism,” “Postmodern Literature,” “Contemporary Australian Literature.”",No listed prerequisites
2204,ENGL,7983,Topics in Ethnic and Postcolonial Literatures,"May be taken for a max. of 9 sem. hrs. of credit when topics vary. Detailed study of different aspects of American ethnic literatures such as Asian American, Native American, Latino/Chicano and postcolonial literatures such as Indian, African, West Indian, Transnational.",No listed prerequisites
2205,ENGL,8000,Thesis Research,“S”/”U” grading.,No listed prerequisites
2206,ENGL,8900,Independent Study,"May be taken for a max. of 3 sem. hrs. in an MA program, 6 sem. hrs. in an MFA program and 9 sem. hrs. in a PhD program. Directed individual readings guided by the graduate faculty.",No listed prerequisites
2207,ENGL,9000,Dissertation Research,“S”/”U”grading.,No listed prerequisites
2208,ENTM,1001,Insects and Society,"Introduction to insect effects on agriculture, human health, and the environment.",No listed prerequisites
2209,ENTM,1005,Principles of Plant Health Management,Also offered as PLHL 1005. Students will gain an understanding of plant health as affected by abiotic and biotic stresses and recognize management practices used to preserve plant health.,No listed prerequisites
2210,ENTM,2000,"Plants, Microbes, and Society",See PLHL 2000.,No listed prerequisites
2211,ENTM,2001,Insects in the Environment,"2 hrs. lecture; 2 hrs. lab. Insect recognition, classification and life cycles; factors affecting insect diversity and abundance; interactions between insects and the natural environment."," BIOL 1201, BIOL 1208; and either BIOL 1001, BIOL 1002 or equivalent"
2212,ENTM,3000,Pest Management Internship,Offered in Su See PLHL 3000.,No listed prerequisites
2213,ENTM,3001,Pesticides in the Environment,"The impact of environment on the efficacy and residual activity of pesticides, and the effects of pesticide use on the environment will be discussed. Topics include technology for safe and effective application of pesticides, movement of pesticides in the plant and environment, and resistance to pesticides in target plant pathogens, insect pests and weeds.", ENTM 1005 or equivalent
2214,ENTM,3002,Pest Management Seminar,See PLHL 3002.,No listed prerequisites
2215,ENTM,4002,Insect Biology,"No entomology training necessary. Biological, biochemical and ecological principles as they relate to the success of insects.", BIOL 2153 or consent of instructor
2216,ENTM,4005,Insect Taxonomy,"A collection is required. 2 hrs. lecture; 4 hrs. lab. Identification, nomenclature, phylogenetic relationships and life histories of insects at the family level.", ENTM 2001
2217,ENTM,4006,Fundamentals of Applied Entomology,2 hrs. lecture; 2 hrs. lab. Principles and methodology of managing insect pests; emphasis on field crops insect pest management; interdisciplinary perspective., ENTM 2001 or consent of instructor
2218,ENTM,4007,Forensic Entomology,No entomology training necessary. 2hrs. lecture; 2 hrs. lab. Determining the succession and species composition of necrophilous insects and other arthropods on carcasses; estimate time of death using insects; learning investigative procedures used by police and wildlife officers in human and animal deaths; review of case studies from crime scene to courtroom.,No listed prerequisites
2219,ENTM,4011,Biology and Management of the Honey Bee,"   2 hrs. lecture; 2 hrs. lab. Behavior, genetics, pollination, pathology and practical management of honey bees for agricultural and scientific purposes."," BIOL 1201, BIOL 1208; or BIOL 1001, BIOL 1002 or consent of instructor"
2220,ENTM,4012,Fundamentals of Horticultural Entomology,"2 hrs. lecture; 2 hrs. lab. Principles of insect control; recognition of major pest species of insects and mites and their injury to horticultural plants; economic and aesthetic injury thresholds; methods of control, including identification and utilization of beneficial species.", ENTM 2001
2221,ENTM,4018,Forest Insects and Diseases,"One day-long field trip. 3 hrs. lecture; 2 hrs. lab. Identification, ecology, epidemiology and control of forest insects and diseases.","  BIOL 1201, BIOL 1208"
2222,ENTM,4020,Invasive Species Ecology,"Stages involved in the invasion of an organism; examples covered include insects, weeds, reptiles, fish, and mammals.", ENTM 2001 or BIOL 1202 or equivalent
